Name,Type,S,G,S R,M S,H S,T S,G S,H L,T L,P,Diet
k3,Herbivore,Male,0.91,44.08,15.95,2.8,1.82,1.84,0.15,0.63,1.95,0.03
c2,Herbivore,Male,0.8,44.08,13.94,2.8,1.57,2.39,0.34,0.19,1.57,0.03
f2,Herbivore,Male,0.82,91.15,49.95,2.8,1.57,2.39,0.34,0.19,1.57,0.03
d2,Herbivore,Male,0.8,44.08,11.14,2.8,1.57,2.39,0.34,0.19,1.57,0.03
f2,Herbivore,Male,0.9,21.37,43.2,1.43,1.27,2.39,0.34,0.63,1.57,0.03
f6,Herbivore,Male,0.91,87.09,28.04,1.31,1.57,2.39,0.34,0.19,0.6,0.03
g2,Herbivore,Male,0.8,12.77,11.14,2.8,1.57,2.39,0.34,0.19,1.57,0.03
h6,Herbivore,Female,0.26,87.09,49.97,1.57,1.57,2.73,0.31,0.19,0.6,0.03
g6,Herbivore,Female,0.26,87.09,49.97,1.57,1.57,2.73,0.31,0.19,1.92,0.03
j3,Herbivore,Male,0.91,44.08,15.95,2.8,1.57,1.72,0.34,0.19,1.57,0.03
f6,Herbivore,Male,0.84,87.09,49.97,2.04,1.57,0.68,0.67,0.56,1.92,0.03
g6,Herbivore,Male,0.84,87.09,49.97,2.04,1.57,1.53,0.36,0.56,1.43,0.03
e2,Herbivore,Male,0.84,87.09,49.97,2.04,2.24,1.53,0.36,0.56,1.43,0.03
j3,Herbivore,Male,0.91,87.09,49.97,2.04,1.57,1.53,0.58,0.56,1.43,0.03
g6,Herbivore,Male,0.84,87.09,49.97,2.72,2.99,1.53,0.36,0.56,1.43,0.03
i6,Herbivore,Male,0.84,87.09,30.16,2.72,2.99,2.46,0.36,0.56,1.43,0.03
f2,Herbivore,Male,0.9,85.11,43.2,1.43,1.27,0.71,0.34,0.63,1.57,0.03
g2,Herbivore,Male,0.79,91.15,49.95,2.04,1.57,1.88,0.51,0.56,1.43,0.03
g2,Herbivore,Male,0.91,87.09,49.97,2.04,1.72,1.53,0.58,0.56,1.43,0.03
c2,Herbivore,Female,0.31,87.09,49.97,2.04,1.72,1.53,0.58,0.56,1.43,0.03
f2,Herbivore,Female,0.31,87.09,49.97,1.15,2.99,2.46,0.36,0.66,1.43,0.03
e6,Herbivore,Male,0.84,87.09,30.16,2.72,1.57,1.88,0.51,0.56,1.43,0.03
d6,Herbivore,Male,0.84,87.09,30.16,2.72,1.79,0.66,0.51,0.32,1.43,0.03
f2,Herbivore,Female,0.31,87.09,49.97,1.15,1.81,2.05,0.36,0.35,1.43,0.03
f2,Herbivore,Female,0.29,91.15,49.95,2.72,1.79,0.66,0.55,0.32,1.43,0.03
h6,Herbivore,Female,0.28,87.09,49.97,1.15,1.81,2.05,0.36,0.35,1.11,0.03
f2,Herbivore,Female,0.29,91.15,49.95,2.89,1.79,0.66,0.55,0.32,1.11,0.03
g2,Herbivore,Female,0.31,61.08,31.88,2.94,1.81,2.05,0.28,0.31,1.11,0.03
d2,Herbivore,Male,0.77,61.08,31.88,2.94,1.81,2.05,0.38,0.66,1.11,0.03
g2,Herbivore,Female,0.29,93.54,49.95,2.89,1.79,2.27,0.55,0.32,1.11,0.03
i3,Herbivore,Male,0.73,54.31,49.97,1.15,1.81,2.05,0.36,0.35,1.11,0.03
g2,Herbivore,Male,0.77,46.88,31.88,2.94,1.81,0.64,0.38,0.66,1.11,0.03
h2,Herbivore,Female,0.29,93.54,49.95,2.89,1.28,2.27,0.55,0.39,1.11,0.03
f2,Herbivore,Male,0.9,85.11,43.2,1.43,2.8,0.71,0.34,0.63,1.11,0.03
e2,Herbivore,Male,0.77,22.21,43.29,1.15,1.81,2.05,0.67,0.5,1.11,0.03
k3,Herbivore,Male,0.73,54.31,49.97,1.15,1.81,2.05,0.36,0.35,1.11,0.03
g2,Herbivore,Male,0.9,22.21,43.29,1.15,1.81,2.05,0.36,0.35,1.11,0.03
i6,Herbivore,Female,0.28,87.09,49.97,1.15,1.81,2.05,0.36,0.35,1.11,0.03
f6,Herbivore,Male,0.65,87.09,49.97,1.69,2.62,2.05,0.36,0.35,1.11,0.03
f2,Herbivore,Male,0.9,87.09,49.97,1.69,2.62,2.05,0.36,0.35,1.11,0.03
g2,Herbivore,Male,0.9,87.09,49.97,1.69,2.62,2.05,0.36,0.24,1.11,0.03
f2,Herbivore,Male,0.9,87.09,49.97,1.69,2.62,2.05,0.36,0.24,1.11,0.03
d2,Herbivore,Male,0.9,87.09,49.97,1.69,2.62,1.41,0.6,0.35,1.11,0.03
j3,Herbivore,Female,0.45,54.31,17.56,1.53,1.81,2.05,0.36,0.35,1.11,0.03
i6,Herbivore,Male,0.65,87.09,49.97,1.69,2.62,1.75,0.15,0.35,1.11,0.03
g2,Herbivore,Female,0.06,87.09,49.97,1.69,2.62,1.41,0.6,0.35,1.11,0.03
f2,Herbivore,Female,0.28,87.09,49.97,1.69,2.62,1.16,0.49,0.35,1.11,0.03
g2,Herbivore,Female,0.28,87.09,49.97,1.69,2.62,1.16,0.49,0.35,1.87,0.03
e2,Herbivore,Female,0.28,87.09,49.97,1.69,2.62,1.16,0.49,0.26,1.87,0.03
g2,Herbivore,Female,0.28,87.09,49.97,1.69,2.59,1.16,0.6,0.26,1.11,0.03
h6,Herbivore,Male,0.65,87.09,49.97,1.69,2.62,1.16,0.6,0.26,1.11,0.03
f2,Herbivore,Male,0.9,12.38,49.97,2.17,2.59,1.56,0.6,0.26,1.11,0.03
e6,Herbivore,Male,0.65,30.1,49.97,1.69,2.62,1.16,0.6,0.26,1.11,0.03
i2,Herbivore,Male,0.65,32.4,34.07,1.69,2.62,2.95,0.42,0.26,1.11,0.03
j6,Herbivore,Female,0.28,87.09,49.97,1.69,2.59,1.16,0.6,0.26,1.11,0.03
f2,Herbivore,Male,0.9,37.23,49.97,2.04,2.59,1.16,0.6,0.26,1.11,0.03
f2,Herbivore,Female,0.28,87.09,49.97,1.69,2.59,2.43,0.36,0.35,1.11,0.03
h6,Herbivore,Female,0.28,19.76,49.97,1.69,2.59,1.16,0.6,0.26,1.11,0.03
h2,Herbivore,Female,0.28,12.08,49.97,1.69,2.59,1.16,0.6,0.26,1.11,0.03
g2,Herbivore,Male,0.9,37.23,49.97,1.69,2.59,1.16,0.5,0.26,1.11,0.03
f2,Herbivore,Male,0.9,37.23,29.29,1.69,2.59,1.16,0.6,0.26,1.11,0.03
d2,Herbivore,Female,0.28,12.08,49.97,1.69,2.59,1.16,0.6,0.68,1.11,0.03
i3,Herbivore,Male,0.59,54.31,17.56,1.53,1.81,1.16,0.6,0.68,1.11,0.03
g2,Herbivore,Male,0.9,17.41,29.29,2.19,2.59,1.16,0.6,0.68,1.11,0.03
i6,Herbivore,Male,0.97,19.76,49.97,1.69,1.28,1.16,0.6,0.68,1.11,0.03
c2,Herbivore,Female,0.28,12.08,9.58,1.69,1.28,1.16,0.5,0.68,1.11,0.03
d6,Herbivore,Male,0.97,19.76,49.97,1.69,1.28,1.16,0.5,0.68,1.11,0.03
k3,Herbivore,Male,0.59,98.71,38.01,1.53,1.81,1.16,0.19,0.68,1.11,0.03
g2,Herbivore,Female,0.28,12.08,9.58,1.69,1.83,1.63,0.5,0.68,1.11,0.03
f6,Herbivore,Male,0.97,19.76,49.97,1.69,1.28,1.16,0.5,0.68,1.11,0.03
f2,Herbivore,Female,0.28,12.31,9.58,1.69,1.83,1.88,0.5,0.68,1.11,0.03
h2,Herbivore,Male,0.9,17.41,29.29,2.53,2.59,1.16,0.5,0.68,1.11,0.03
g2,Herbivore,Female,0.28,12.31,9.58,1.69,1.83,2.71,0.5,0.68,1.11,0.03
e2,Herbivore,Female,0.28,12.31,23.7,1.69,2.33,2.62,0.5,0.49,1.31,0.03
g2,Herbivore,Female,0.28,12.31,23.7,1.69,2.33,2.62,0.5,0.45,1.31,0.03
f2,Herbivore,Male,0.9,12.38,27.83,2.17,2.59,1.56,0.6,0.27,1.31,0.03
g2,Herbivore,Male,0.88,56.81,23.7,1.69,2.33,2.62,0.5,0.45,1.31,0.03
f2,Herbivore,Male,0.88,17.66,42.95,1.69,1.37,2.62,0.5,0.45,1.11,0.03
e6,Herbivore,Male,0.97,19.76,49.97,1.69,1.37,2.18,0.5,0.69,1.11,0.03
h2,Herbivore,Male,0.73,17.66,42.95,1.69,1.37,2.62,0.5,0.45,1.11,0.03
g2,Herbivore,Male,0.87,17.41,36.62,2.53,2.59,1.16,0.5,0.68,1.11,0.03
i6,Herbivore,Male,0.97,19.76,49.97,2.21,1.9,2.18,0.5,0.45,1.11,0.03
f2,Herbivore,Male,0.87,45.01,36.62,2.53,2.59,2.18,0.5,0.45,1.08,0.03
d2,Herbivore,Male,0.84,17.66,42.95,2.21,1.9,2.18,0.5,0.54,1.11,0.03
g2,Herbivore,Male,0.87,45.01,36.62,1.53,2.59,2.18,0.5,0.45,1.11,0.03
f2,Herbivore,Male,0.84,17.66,42.95,2.21,1.9,2.18,0.5,0.54,1.11,0.03
c2,Herbivore,Male,0.84,17.66,42.95,2.21,1.14,2.18,0.67,0.54,1.11,0.03
g2,Herbivore,Male,0.87,45.01,36.62,1.53,1.55,2.18,0.67,0.54,1.11,0.03
j6,Herbivore,Male,0.97,19.76,49.97,2.21,1.64,2.18,0.5,0.45,1.45,0.03
h2,Herbivore,Male,0.84,17.66,42.95,2.21,1.14,2.18,0.67,0.54,1.11,0.03
g2,Herbivore,Female,0.26,45.01,36.62,1.53,1.14,2.18,0.67,0.54,1.11,0.03
h6,Herbivore,Male,0.97,85.25999,13.19,2.21,1.64,2.86,0.5,0.68,1.59,0.03
e6,Herbivore,Male,0.66,85.25999,13.19,2.21,1.64,2.18,0.28,0.54,1.11,0.03
f2,Herbivore,Male,0.9,12.38,27.83,2.17,2.59,2.71,0.6,0.27,1.31,0.03
g2,Herbivore,Male,0.84,17.66,42.95,2.21,1.14,2.18,0.62,0.54,1.11,0.03
g2,Herbivore,Male,0.84,17.66,42.95,2.21,1.14,2.72,0.62,0.29,1.11,0.03
g2,Herbivore,Male,0.84,17.66,42.95,2.21,1.14,2.18,0.67,0.54,1.11,0.03
i3,Herbivore,Male,0.59,98.71,38.01,2.63,1.81,1.16,0.61,0.54,1.11,0.03
g2,Herbivore,Female,0.26,45.01,36.62,1.53,1.14,0.62,0.67,0.54,1.11,0.03
f2,Herbivore,Male,0.84,65.07,42.95,2.21,1.14,2.18,0.67,0.54,1.11,0.03
d2,Herbivore,Male,0.51,65.07,45.18,2.21,1.14,2.18,0.67,0.54,1.11,0.03
g2,Herbivore,Male,0.51,69.56,45.18,2.21,1.14,2.18,0.67,0.54,1.11,0.03
e2,Herbivore,Male,0.51,69.56,45.18,2.21,1.64,2.18,0.28,0.48,1.11,0.03
i6,Herbivore,Male,0.66,45.01,36.62,1.53,1.14,0.62,0.67,0.54,1.11,0.03
i6,Herbivore,Male,0.66,45.01,36.62,2.18,1.14,2.46,0.17,0.17,1.11,0.03
d6,Herbivore,Male,1,45.01,36.62,1.53,2.14,0.97,0.67,0.54,1.87,0.03
h2,Herbivore,Male,0.51,45.01,21.87,1.53,2.14,2.8,0.64,0.54,1.87,0.03
h2,Herbivore,Male,0.72,45.01,36.62,1.53,1.14,0.62,0.67,0.54,1.44,0.03
h2,Herbivore,Male,0.72,99.91,37.93,1.53,1.14,0.62,0.67,0.16,1.44,0.03
f2,Herbivore,Male,0.72,26.02,37.93,1.53,1.14,0.62,0.62,0.54,1.87,0.03
g2,Herbivore,Male,0.51,45.01,21.87,2.17,1.71,1,0.6,0.27,1.31,0.03
c2,Herbivore,Male,0.57,45.01,36.62,1.53,2.14,0.97,0.67,0.54,1.87,0.03
e6,Herbivore,Male,0.59,98.71,38.01,2.63,1.81,1.16,0.61,0.21,1.48,0.03
g2,Herbivore,Male,0.57,41.68,36.62,1.1,2.14,0.97,0.67,0.54,1.11,0.03
g2,Herbivore,Female,0.04,58.8,37.93,1.53,1.14,0.97,0.67,0.54,1.11,0.03
j6,Herbivore,Male,0.59,98.71,6.33,2.63,1.81,0.97,0.67,0.54,1.11,0.03
g2,Herbivore,Male,0.57,41.68,36.62,1.1,1.26,0.97,0.26,0.41,1.11,0.03
g2,Herbivore,Female,0.04,91.7,37.93,1.53,1.53,2.27,0.67,0.54,1.11,0.03
d2,Herbivore,Male,0.57,41.68,36.62,2.89,1.26,0.97,0.26,0.41,1.11,0.03
f2,Herbivore,Male,0.57,41.68,27.89,2.89,1.26,0.97,0.5,0.41,1.11,0.03
g2,Herbivore,Female,0.45,91.7,37.93,1.17,1.53,0.97,0.5,0.53,1.11,0.03
i6,Herbivore,Male,0.59,98.71,6.33,2.63,1.81,0.97,0.67,0.54,1.71,0.03
h2,Herbivore,Male,0.57,41.68,27.89,2.89,1.26,0.97,0.5,0.41,1.11,0.03
f2,Herbivore,Male,0.9,12.38,27.83,2.17,1.65,0.97,0.67,0.54,1.11,0.03
d6,Herbivore,Male,0.59,98.71,6.33,1.08,1.31,0.97,0.5,0.41,1.11,0.03
i6,Herbivore,Male,0.59,86.53,6.33,1.08,1.31,0.97,0.5,0.14,0.93,0.03
h2,Herbivore,Female,0.45,91.7,37.93,2.63,1.81,1.16,0.61,0.59,1.11,0.03
h6,Herbivore,Male,0.59,88.72,21.79,1.08,1.31,0.97,0.54,0.41,1.11,0.03
g2,Herbivore,Male,1,91.6,27.89,2.89,1.31,2.71,0.54,0.41,1.11,0.03
g2,Herbivore,Female,0.21,91.6,27.89,2.89,1.31,2.71,0.54,0.39,1.72,0.03
f2,Herbivore,Female,0.21,91.6,27.89,2.89,1.31,2.71,0.61,0.59,1.11,0.03
h2,Herbivore,Male,0.67,91.7,37.93,2.63,1.81,2.7,0.61,0.41,1.11,0.03
e6,Herbivore,Male,0.59,88.72,37.93,2.63,1.12,2.7,0.61,0.41,1.11,0.03
g2,Herbivore,Female,0.21,36.44,27.89,2.37,1.31,0.97,0.61,0.59,1.11,0.03
h2,Herbivore,Male,0.67,91.7,37.93,2.63,2.4,2.7,0.61,0.21,1.11,0.03
e2,Herbivore,Female,0.21,36.44,27.89,2.37,1.31,0.97,0.61,0.59,1.11,0.03
h2,Herbivore,Male,0.67,91.7,37.93,2.63,2.58,2.7,0.61,0.68,1.11,0.03
i6,Herbivore,Male,0.59,86.57,37.93,2.63,1.15,2.7,0.61,0.59,1.11,0.03
g2,Herbivore,Male,0.67,74.14,5.54,2.63,2.58,2.7,0.61,0.59,1.43,0.03
c2,Herbivore,Female,0.21,52.44,27.89,2.37,1.31,1.38,0.61,0.59,0.64,0.03
g2,Herbivore,Female,0.21,52.44,27.89,2.66,1.31,1.38,0.61,0.27,0.64,0.03
d2,Herbivore,Female,0.21,52.44,27.89,2.66,1.31,2.16,0.61,0.22,1.43,0.03
i3,Herbivore,Male,0.59,98.71,38.01,2.63,1.81,2.7,0.37,0.59,1.11,0.03
h2,Herbivore,Male,0.67,74.14,17.29,2.63,2.58,2.7,0.61,0.53,1.43,0.03
h2,Herbivore,Female,0.21,52.44,27.89,2.66,1.31,2.16,0.33,0.22,0.93,0.03
h2,Herbivore,Male,0.59,86.57,37.93,1.56,1.15,2.7,0.61,0.59,1.11,0.03
g2,Herbivore,Male,0.59,86.57,37.93,1.56,1.15,1.09,0.61,0.59,0.81,0.03
f2,Herbivore,Female,0.46,33.74,37.99,2.63,2.58,2.7,0.61,0.53,1.23,0.03
i2,Herbivore,Female,0.46,33.74,37.99,2.63,2.58,0.62,0.61,0.59,1.98,0.03
g2,Herbivore,Male,0.59,86.57,37.93,1.56,1.15,1.09,0.61,0.59,1.35,0.03
f2,Herbivore,Male,0.59,86.57,37.93,1.56,1.15,1.09,0.35,0.63,1.35,0.03
h2,Herbivore,Female,0.46,44.97,37.99,2.63,1.15,2.7,0.37,0.59,1.11,0.03
e6,Herbivore,Male,0.59,86.57,37.93,2.63,1.15,2.7,0.16,0.59,1.11,0.03
h6,Herbivore,Male,0.59,13.45,37.93,2.63,1.15,2.7,0.16,0.46,1.11,0.03
j6,Herbivore,Female,0.46,44.97,37.99,1.96,1.15,2.7,0.37,0.59,1.11,0.03
g2,Herbivore,Male,0.59,18.01,37.93,1.56,1.15,1.09,0.35,0.63,1.35,0.03
g2,Herbivore,Male,0.53,44.97,37.99,1.89,1.15,2.7,0.37,0.59,1.2,0.03
f2,Herbivore,Male,0.59,18.01,37.93,1.56,1.15,1.09,0.35,0.59,1.2,0.03
g2,Herbivore,Male,0.59,14.78,37.93,1.96,1.15,2.7,0.44,0.59,1.11,0.03
h2,Herbivore,Male,0.59,14.78,37.93,1.96,2.3,2.7,0.37,0.59,1.11,0.03
h2,Herbivore,Male,0.59,50.94,37.93,1.96,2.3,2.7,0.37,0.59,1.11,0.03
g2,Herbivore,Male,0.53,44.97,12.71,1.89,1.15,2.7,0.37,0.59,1.11,0.03
h2,Herbivore,Male,0.53,44.97,37.99,1.96,2.22,2.7,0.37,0.59,1.11,0.03
i6,Herbivore,Female,0.46,64.13,37.93,1.66,2.3,2.7,0.69,0.59,1.11,0.03
i2,Herbivore,Male,0.59,50.94,37.93,1.96,2.3,2.7,0.37,0.59,1.11,0.03
f2,Herbivore,Male,0.59,50.94,37.93,1.96,2.3,2.7,0.37,0.59,1.11,0.03
g2,Herbivore,Male,0.59,50.94,31.78,1.55,2.3,2.7,0.37,0.59,1.11,0.03
e2,Herbivore,Male,0.59,50.94,31.78,1.55,1.73,2.7,0.37,0.59,1.11,0.03
i3,Herbivore,Male,0.53,93.50999,37.99,1.96,2.22,2.7,0.69,0.59,1.06,0.03
e6,Herbivore,Female,0.46,64.13,37.93,2.77,2.3,2.7,0.37,0.15,1.62,0.03
f2,Herbivore,Male,0.53,44.97,37.99,2.21,2.22,2.7,0.37,0.15,1.62,0.03
c2,Herbivore,Male,0.53,93.50999,49.71,1.96,2.22,2.7,0.69,0.59,1.06,0.03
k6,Herbivore,Female,0.46,64.13,37.79,1.34,2.22,2.7,0.69,0.59,1.75,0.03
g2,Herbivore,Male,0.53,93.50999,49.71,1.96,2.22,2.7,0.37,0.19,1.62,0.03
h2,Herbivore,Male,0.53,44.97,37.99,2.64,2.22,2.7,0.37,0.16,0.66,0.03
h2,Herbivore,Male,0.53,28.16,37.99,2.64,2.22,2.7,0.69,0.59,1.44,0.03
f2,Herbivore,Male,0.53,64.13,37.79,1.34,2.22,2.7,0.17,0.59,1.1,0.03
g2,Herbivore,Male,0.53,64.13,37.79,1.34,2.22,2.7,0.17,0.43,1.71,0.03
i6,Herbivore,Female,0.46,64.13,37.79,1.55,2.22,2.7,0.55,0.43,0.79,0.03
g2,Herbivore,Female,0.38,34.97,37.79,2.27,1.65,2.7,0.17,0.43,1.71,0.03
h2,Herbivore,Female,0.38,78.4,37.79,2.27,1.65,2.7,0.17,0.43,1.71,0.03
j6,Herbivore,Female,0.46,80.75999,43.81,1.55,2.22,2.7,0.55,0.43,1.71,0.03
h2,Herbivore,Female,0.38,41.13,37.79,2.27,1.65,1.93,0.17,0.43,1.71,0.03
g2,Herbivore,Female,0.38,78.4,37.79,1.94,1.65,2.7,0.17,0.18,0.9899999,0.03
g2,Herbivore,Female,0.38,78.4,27.7,1.94,1.65,2.7,0.17,0.18,0.9899999,0.03
f2,Herbivore,Female,0.38,78.4,27.7,1.94,1.35,2.7,0.61,0.18,0.51,0.03
h2,Herbivore,Female,0.38,41.13,27.7,1.94,1.35,1.67,0.61,0.18,0.51,0.03
e2,Herbivore,Female,0.38,78.4,27.7,1.94,1.35,2.7,0.61,0.18,0.51,0.03
f6,Herbivore,Female,0.46,78.4,27.7,1.94,1.35,2.7,0.61,0.18,0.51,0.03
j6,Herbivore,Female,0.46,85.81,27.7,1.94,1.85,1.67,0.61,0.18,0.51,0.03
l6,Herbivore,Female,0.16,53.17,27.7,1.33,1.35,2.7,0.61,0.18,0.51,0.03
h2,Herbivore,Female,0.38,78.4,27.7,1.94,1.35,2.7,0.61,0.18,0.51,0.03
j6,Herbivore,Female,0.16,78.4,27.7,2.68,1.24,2.7,0.61,0.18,1.19,0.03
e6,Herbivore,Female,0.16,78.4,27.7,2.68,1.24,2.7,0.59,0.18,0.51,0.03
i2,Herbivore,Female,0.38,78.4,27.7,1.94,1.35,2.7,0.69,0.5,1.75,0.03
f2,Herbivore,Female,0.38,11.95,27.7,1.94,1.35,2.7,0.22,0.5,1.75,0.03
k6,Herbivore,Female,0.38,52.74,27.7,1.94,1.35,2.7,0.69,0.5,1.75,0.03
h2,Herbivore,Female,0.38,77.35,5.85,1.94,1.35,2.7,0.18,0.5,1.75,0.03
g2,Herbivore,Female,0.38,26.51,27.7,1.94,1.35,2.7,0.69,0.5,1.75,0.03
g2,Herbivore,Female,0.38,26.51,27.7,1.94,1.35,2.7,0.33,0.5,1.75,0.03
g2,Herbivore,Female,0.38,26.51,27.7,1.94,1.35,2.7,0.18,0.5,1.75,0.03
h2,Herbivore,Female,0.25,26.51,27.7,1.94,1.25,2.41,0.18,0.5,1.75,0.03
h2,Herbivore,Female,0.25,26.51,27.7,1.94,1.35,2.7,0.69,0.5,0.54,0.03
f2,Herbivore,Female,0.25,26.51,11.56,2.82,1.38,2.7,0.69,0.5,0.51,0.03
g6,Herbivore,Female,0.25,26.51,34.66,1.93,1.38,2.7,0.69,0.5,0.51,0.03
f2,Herbivore,Female,0.33,74.86,34.66,1.13,1.38,2.7,0.69,0.5,0.51,0.03
i2,Herbivore,Female,0.38,67.35,8.059999,1.94,1.35,2.08,0.18,0.19,1.75,0.03
g2,Herbivore,Female,0.38,67.35,8.059999,1.94,1.35,2.08,0.18,0.19,0.51,0.03
e2,Herbivore,Female,0.33,74.86,34.66,1.13,1.38,2.7,0.45,0.5,0.51,0.03
m6,Herbivore,Female,0.36,26.51,20.21,1.93,1.38,2.7,0.69,0.5,1.63,0.03
h2,Herbivore,Male,0.93,67.35,8.059999,1.94,1.35,2.08,0.45,0.18,0.51,0.03
g2,Herbivore,Female,0.33,99.42,34.66,2.12,1.38,2.7,0.45,0.5,1.63,0.03
f2,Herbivore,Female,0.33,99.42,5.52,2.12,1.38,2.94,0.45,0.5,0.75,0.03
c2,Herbivore,Female,0.33,54.56,30.41,2.12,1.97,1.55,0.45,0.5,0.75,0.03
h2,Herbivore,Male,0.93,67.35,8.059999,1.94,2.62,2.08,0.69,0.42,1.06,0.03
j6,Herbivore,Female,0.36,26.51,20.21,1.93,1.49,2.12,0.45,0.5,0.75,0.03
h2,Herbivore,Female,0.36,26.51,20.21,1.93,2.02,0.8,0.45,0.5,0.75,0.03
h6,Herbivore,Female,0.36,26.51,20.21,1.93,1.49,2.12,0.48,0.5,0.75,0.03
i2,Herbivore,Female,0.36,26.51,38.87,1.93,2.02,1.83,0.45,0.5,1.06,0.03
k6,Herbivore,Female,0.44,26.51,20.21,1.93,1.93,2.12,0.27,0.5,1.64,0.03
g2,Herbivore,Female,0.33,54.56,33.75,2.12,1.97,1.55,0.27,0.5,1.64,0.03
i2,Herbivore,Female,0.33,54.56,38.87,1.93,2.02,1.83,0.18,0.5,1.06,0.03
f2,Herbivore,Female,0.33,93.50999,37.99,1.06,2.22,2.7,0.69,0.59,0.82,0.03
g2,Herbivore,Female,0.33,93.50999,37.99,2.27,1.17,2.7,0.69,0.51,1.92,0.03
f6,Herbivore,Female,0.07,93.50999,37.99,1.96,2.22,2.7,0.69,0.59,1.06,0.03
h2,Herbivore,Female,0.15,93.50999,37.99,2.27,1.17,2.7,0.69,0.62,1.92,0.03
h2,Herbivore,Female,0.33,93.50999,37.99,1.14,1.17,2.7,0.69,0.51,1.92,0.03
h2,Herbivore,Female,0.33,93.50999,37.99,1.14,1.17,2.7,0.69,0.51,1.92,0.03
j6,Herbivore,Female,0.07,93.50999,14.92,1.86,2.22,2.7,0.69,0.59,1.06,0.03
k6,Herbivore,Female,0.07,87.16,14.92,1.86,2.22,2.7,0.69,0.39,1.76,0.03
h2,Herbivore,Female,0.33,53.44,37.99,1.14,2.05,2.7,0.69,0.39,1.76,0.03
j6,Herbivore,Female,0.07,87.16,14.92,1.86,2.47,2.7,0.69,0.39,1.76,0.03
l6,Herbivore,Male,0.59,87.16,14.92,1.86,2.47,1.91,0.69,0.39,1.76,0.03
f2,Herbivore,Female,0.33,53.44,34.34,2.27,1.17,2.7,0.69,0.27,1.92,0.03
h2,Herbivore,Female,0.33,93.50999,39.4,2.27,1.17,1.52,0.69,0.62,1.92,0.03
g2,Herbivore,Female,0.33,75.16,39.4,2.27,1.17,2.58,0.69,0.59,1.92,0.03
g2,Herbivore,Male,0.88,93.50999,9.58,2.27,1.17,2.7,0.45,0.28,1.92,0.03
h2,Herbivore,Female,0.15,93.50999,37.99,2.27,1.17,2.7,0.69,0.68,1.92,0.03
n6,Herbivore,Male,0.59,87.16,5.17,1.86,2.47,1.91,0.45,0.28,1.92,0.03
h2,Herbivore,Female,0.15,93.50999,9.58,2.27,1.17,2.7,0.58,0.28,1.92,0.03
i6,Herbivore,Male,0.59,87.16,5.17,2.27,1.17,2.7,0.45,0.14,1.92,0.03
h2,Herbivore,Female,0.15,93.50999,9.58,2.38,1.17,2.7,0.58,0.28,1.92,0.03
h2,Herbivore,Male,0.88,93.50999,9.58,2.27,1.17,2.7,0.45,0.28,1.69,0.03
f2,Herbivore,Female,0.15,93.50999,15.86,2.38,1.17,2.7,0.58,0.54,1.92,0.03
g6,Herbivore,Male,0.71,87.16,5.17,2.27,1.17,2.7,0.55,0.14,1.92,0.03
g2,Herbivore,Female,0.35,93.50999,44.06,2.13,1.17,2.7,0.62,0.59,1.47,0.03
j2,Herbivore,Female,0.35,15.65,44.06,2.27,1.96,2.7,0.55,0.14,1.92,0.03
g2,Herbivore,Female,0.35,15.65,8.87,2.93,1.96,2.7,0.3,0.54,1.92,0.03
j6,Herbivore,Male,0.71,87.16,5.17,2.27,1.17,2.7,0.3,0.54,1.92,0.03
h2,Herbivore,Male,0.71,87.16,5.17,2.27,1.17,2.7,0.3,0.54,1.92,0.03
f2,Herbivore,Male,0.71,87.16,5.17,2.27,1.17,2.7,0.3,0.54,1.92,0.03
i2,Herbivore,Male,0.71,87.16,5.17,2.27,1.17,1.65,0.3,0.54,1.92,0.03
k6,Herbivore,Male,0.71,87.16,36.88,2.27,1.17,2.7,0.3,0.54,1.92,0.03
j6,Herbivore,Male,0.71,87.16,48.78,2.27,1.17,2.7,0.3,0.54,1.92,0.03
g2,Herbivore,Male,0.71,93.50999,15.86,2.38,1.17,0.53,0.58,0.54,1.92,0.03
g2,Herbivore,Male,0.55,93.50999,15.86,2.38,1.17,0.53,0.25,0.54,1.92,0.03
i2,Herbivore,Male,0.55,21.95,15.86,2.72,1.17,0.53,0.25,0.33,1.87,0.03
i2,Herbivore,Female,0.15,93.50999,15.86,2.72,1.17,0.53,0.29,0.33,1.87,0.03
j6,Herbivore,Female,0.16,87.16,48.78,2.27,1.17,1.46,0.3,0.54,1.92,0.03
i2,Herbivore,Female,0.15,93.50999,15.86,2.72,1.17,0.53,0.17,0.33,1.87,0.03
f2,Herbivore,Male,0.55,21.95,15.86,2.72,1.17,0.53,0.25,0.33,1.87,0.03
h2,Herbivore,Female,0.15,93.50999,38.26,2.72,1.17,2.87,0.17,0.33,1.87,0.03
i2,Herbivore,Male,0.55,21.95,15.86,2.72,1.17,0.53,0.17,0.33,1.87,0.03
g2,Herbivore,Male,0.55,21.95,41.22,2.73,1.17,0.62,0.17,0.33,1.87,0.03
h2,Herbivore,Male,0.55,21.95,41.22,2.73,1.17,0.62,0.17,0.33,1.87,0.03
g2,Herbivore,Male,0.55,28.32,41.22,2.73,1.17,0.62,0.17,0.33,1.87,0.03
i2,Herbivore,Male,0.55,93.75,41.22,2.73,1.17,2.73,0.17,0.33,1.87,0.03
